,ID,target
86,ID_091T5SH,0
87,ID_094BCZS,0
88,ID_097A14O,1
89,ID_09BCKQW,1
90,ID_09E0NR0,1
91,ID_09ECI55,1
92,ID_09IHZ9D,0
93,ID_09M1LIC,1
94,ID_09MIIAB,0
95,ID_09N5ZQL,1
96,ID_09OYXKX,0
97,ID_09TVK15,1
98,ID_09YO39R,0
99,ID_0A94GFU,0
100,ID_0AJ12UF,0
101,ID_0AP9C8K,1
102,ID_0AU7A1K,1
103,ID_0B5W1GU,0
104,ID_0B7IUMF,1
105,ID_0BBIOBG,0
106,ID_0BN4W5V,1
107,ID_0BNN4SR,0
108,ID_0BUJCEP,0
109,ID_0BXLGTA,1
110,ID_0C14U0E,0
111,ID_0C6NVMA,0
112,ID_0CIS10Q,0
113,ID_0CJO0AT,1
114,ID_0CM4BI3,0
115,ID_0CW58L7,0
116,ID_0D03EM0,0
117,ID_0D2UBKM,1
118,ID_0D57898,1
119,ID_0DB63CB,1
120,ID_0DGZCRK,0
121,ID_0DLE3E9,0
122,ID_0DQURZJ,0
123,ID_0E0GIOO,1
124,ID_0E461H1,1
125,ID_0E4K0GF,0
126,ID_0EARV5X,1
127,ID_0EHKMTL,1
128,ID_0EJ4LR3,1
129,ID_0ELAKXI,1
130,ID_0EM6LSO,0
131,ID_0EMO48C,1
132,ID_0ENFSCX,1
133,ID_0EQQYES,1
134,ID_0ESEOON,1
135,ID_0ESTG4D,0
136,ID_0EYU1TC,1
137,ID_0F0ZI7B,0
138,ID_0F1JIXI,0
139,ID_0F1PDB1,1
140,ID_0F3IJXA,0
141,ID_0F5MJ5K,1
142,ID_0F6TNYQ,1
143,ID_0F7BHGK,0
144,ID_0F7DPHC,0
145,ID_0FIFLYO,1
146,ID_0FP7360,0
147,ID_0FRE9RN,0
148,ID_0FYEA7B,0
149,ID_0G2PBAI,0
150,ID_0G53YNR,0
151,ID_0G5JBV3,0
152,ID_0G85YVU,0
153,ID_0GHLS5X,1
154,ID_0GIIW66,0
155,ID_0GJ23TT,0
156,ID_0GNVQFF,1
157,ID_0GO0K5A,1
158,ID_0GR2QRL,0
159,ID_0GVDM31,1
160,ID_0GVEZFQ,1
161,ID_0GVFN13,0
162,ID_0H49SVS,1
163,ID_0HK4TFC,1
164,ID_0HO82AC,0
165,ID_0HOD99L,0
166,ID_0HWAFTI,0
167,ID_0I6NUTV,1
168,ID_0I7MKL8,0
169,ID_0I7WSXN,0
170,ID_0IFDCEJ,1
171,ID_0IGLH7L,1
172,ID_0IKQ9XJ,1
173,ID_0ILENCN,0
174,ID_0ILP3VL,1
175,ID_0INKY4L,1
176,ID_0INLN8R,1
177,ID_0IRFUYB,0
178,ID_0J58IN3,0
179,ID_0J9QBCJ,0
180,ID_0JHDAXS,0
181,ID_0JPMW2P,1
182,ID_0JXGM6N,0
183,ID_0K1BO9A,0
184,ID_0K1VPIE,1
185,ID_0K7QW76,1
186,ID_0KCF3AO,0
187,ID_0KDYXJL,0
188,ID_0KED35N,1
189,ID_0KG1GAY,1
190,ID_0KN7C3J,0
191,ID_0KVEKCF,1
192,ID_0KX531O,0
193,ID_0KZ4T8I,0
194,ID_0L2GHKC,0
195,ID_0L4IT7F,0
196,ID_0L92127,1
197,ID_0L9531Y,0
198,ID_0LQA24Z,0
199,ID_0LQJSMC,1
200,ID_0LX75FI,1
201,ID_0M2HTZ9,1
202,ID_0M4JBB4,1
203,ID_0M86A7W,1
204,ID_0MG4G6P,1
205,ID_0MH3UFI,1
206,ID_0MHS52N,0
207,ID_0MJ9TSG,0
208,ID_0MJUX0Q,0
209,ID_0MKSPPQ,1
210,ID_0MM2LNR,0
211,ID_0MRR0OX,0
212,ID_0MSQ5JJ,0
213,ID_0N28F78,0
214,ID_0N2X552,1
215,ID_0N7V9K3,0
216,ID_0NGIBX4,0
217,ID_0NIL8EF,0
218,ID_0NJ07AU,0
219,ID_0NXMWEE,1
220,ID_0O545WK,0
221,ID_0OBXCP6,0
222,ID_0OH05TQ,1
223,ID_0OI8Z57,1
224,ID_0P861G4,0
225,ID_0PKTK51,0
226,ID_0PL8HXU,1
227,ID_0POUGIK,0
228,ID_0PU7TU9,1
229,ID_0PV6CEI,0
230,ID_0PWTND7,0
231,ID_0Q2HBJK,0
232,ID_0QEKD0C,1
233,ID_0QL0WDA,0
234,ID_0QMIC3O,0
235,ID_0QUKJER,0
236,ID_0QW3W1U,1
237,ID_0R1RIW0,1
238,ID_0R8HDFR,1
239,ID_0RB8SME,1
240,ID_0RBLV4O,0
241,ID_0RD9CCE,0
242,ID_0RGWQ7R,1
243,ID_0RMQHQW,0
244,ID_0RP78NL,0
245,ID_0RXRAUL,0
246,ID_0RYVUR0,1
247,ID_0S4XOMP,0
248,ID_0SAC9AZ,1
249,ID_0SG1R6L,0
250,ID_0SGM7DM,0
251,ID_0SGPQUY,0
252,ID_0SIGHU6,1
253,ID_0SNXCJ2,1
254,ID_0SR1AZV,0
255,ID_0SSFMYL,1
256,ID_0STS32D,1
257,ID_0T0PQNR,1
258,ID_0T7ERJ9,0
259,ID_0TB0K22,1
260,ID_0TCB8GJ,0
261,ID_0TII4PQ,1
262,ID_0TO9PYJ,0
263,ID_0TUBHL1,0
264,ID_0TXAW5G,1
265,ID_0U0OJ4R,0
266,ID_0U2TXZ7,1
267,ID_0U3WLAG,0
268,ID_0U4LNUQ,1
269,ID_0U6YWUD,1
270,ID_0U7TIAH,0
271,ID_0UA461R,0
272,ID_0UFGFKF,1
273,ID_0UGDAB5,0
274,ID_0UM7DYC,0
275,ID_0UM86EF,1
276,ID_0UMJ7FD,1
277,ID_0UNI23V,0
278,ID_0UU93OQ,1
279,ID_0UVUQ0H,1
280,ID_0UY25Z6,0
281,ID_0V08GID,1
282,ID_0V42RVF,0
283,ID_0V54ZUS,0
284,ID_0VFMRPN,1
285,ID_0VGE0AX,0
286,ID_0VI206Q,0
287,ID_0VLC38E,1
288,ID_0VVGXYQ,1
289,ID_0VWCD6Q,0
290,ID_0W3PCWB,1
291,ID_0W87WW9,1
292,ID_0WEHW04,1
293,ID_0WS77PQ,0
294,ID_0WXKWJL,1
295,ID_0WXLOPZ,1
296,ID_0X7JTGO,1
297,ID_0X9FT1B,1
298,ID_0XFNED2,0
299,ID_0XM5BHW,0
300,ID_0XX3E3J,0
301,ID_0Y7FRB6,0
302,ID_0Y7RLXD,0
303,ID_0Y8AKVQ,1
304,ID_0YNY8IT,1
305,ID_0YVNPAI,0
306,ID_0Z2H7L4,1
307,ID_0Z8HNUO,0
308,ID_0ZD8TH2,1
309,ID_0ZJ157M,0
310,ID_0ZLSZ8B,0
311,ID_106PTHM,1
312,ID_106UX68,0
313,ID_10AR7HG,0
314,ID_10DLB7Z,0
315,ID_10FJB2M,1
316,ID_10KNNZ0,0
317,ID_10SVT4O,0
318,ID_10US53F,0
319,ID_10Z394U,1
320,ID_110V61M,0
321,ID_1143H6E,0
322,ID_118RLBY,1
323,ID_11AXZ03,1
324,ID_11DOH5Z,0
325,ID_11QQZG9,1
326,ID_11VGQ53,1
327,ID_11YFLWR,1
328,ID_11Z226Z,1
329,ID_120TRM5,0
330,ID_1258IEU,0
331,ID_12CMV5K,0
332,ID_12Q01NN,0
333,ID_134PY77,1
334,ID_1384A54,0
335,ID_139VZIE,1
336,ID_13D8KE6,1
337,ID_13HMC92,1
338,ID_13SJGZZ,0
339,ID_13UJQCN,0
340,ID_13Y6P9H,1
341,ID_13ZKZXV,0
342,ID_148ZEIV,0
343,ID_14CT2J3,1
344,ID_14FC7Z8,1
345,ID_14GYPBQ,1
346,ID_14K6GCK,0
347,ID_14MI11L,1
348,ID_14NB3OG,0
349,ID_14TM3RU,1
350,ID_14X284U,1
351,ID_150XAUY,1
352,ID_15715AW,0
353,ID_159QGM7,0
354,ID_15DJ74K,1
355,ID_15J19NU,1
356,ID_15JAFV0,0
357,ID_15MQYR5,1
358,ID_15OH215,1
359,ID_15YOM20,0
360,ID_16D6BP5,1
361,ID_16GQC52,0
362,ID_16IHA5N,0
363,ID_16S4IOQ,1
364,ID_16SABII,1
365,ID_16X0NWN,0
366,ID_16ZS06J,1
367,ID_16ZT9EE,0
368,ID_171V8DQ,0
369,ID_178C4R5,1
370,ID_17DG12Q,0
371,ID_17FI0DZ,0
372,ID_17L2UEL,0
373,ID_17L53L6,1
374,ID_17UJ98G,0
375,ID_17Z0VAK,1
376,ID_185X122,0
377,ID_187AKRK,1
378,ID_18GQL3N,1
379,ID_18GY66Q,1
380,ID_18NDG66,1
381,ID_18Q3GJR,1
382,ID_18YZ6U0,1
383,ID_19355UE,0
384,ID_19D9H49,1
385,ID_19HEGD4,0
386,ID_19NWP3O,1
387,ID_19PV13X,0
388,ID_19QD4WG,1
389,ID_1A4KKOD,0
390,ID_1AEALON,1
391,ID_1AGD0F5,0
392,ID_1AX60CH,1
393,ID_1AYLTNW,0
394,ID_1B4397P,0
395,ID_1B5227T,1
396,ID_1B6Z6XM,1
397,ID_1B7DUVA,1
398,ID_1B8HT3N,1
399,ID_1B9ARN8,0
400,ID_1BHWDTY,1
401,ID_1BJ5TY2,1
402,ID_1BL3JVR,0
403,ID_1BSUBQE,1
404,ID_1BTE1WF,1
405,ID_1BTPW2R,0
406,ID_1BVJW3K,1
407,ID_1C6719S,0
408,ID_1C8Z1BK,1
409,ID_1C93XVW,0
410,ID_1CDI8QM,1
411,ID_1CFQA1M,0
412,ID_1CGUTEX,0
413,ID_1CMZQIT,1
414,ID_1COUM0B,0
415,ID_1CWOBX4,0
416,ID_1CZXZ0W,0
417,ID_1D2DQUK,1
418,ID_1D5LCZF,0
419,ID_1DBMV3X,0
420,ID_1DHMAC1,1
421,ID_1DL6D99,1
422,ID_1DLRDKE,1
423,ID_1DNYS5G,1
424,ID_1DODO0F,1
425,ID_1DSIC2W,0
426,ID_1E1QV0K,0
427,ID_1E3VJXP,0
428,ID_1E722VL,1
429,ID_1EBL0SK,0
430,ID_1EFPZ7L,0
431,ID_1EL08Q3,0
432,ID_1EOHPSF,1
433,ID_1EPDMGM,1
434,ID_1EUXGFX,1
435,ID_1F3Y9PC,0
436,ID_1F5DBGC,0
437,ID_1FA0PNH,1
438,ID_1FDWX3U,1
439,ID_1FFKVE5,0
440,ID_1FGUCKI,0
441,ID_1FIQZ5S,1
442,ID_1FQ0WH8,1
443,ID_1FV8JL4,0
444,ID_1G3DEYA,1
445,ID_1G7G96S,1
446,ID_1GBQ2GH,1
447,ID_1GGORZ5,1
448,ID_1GIZPB6,0
449,ID_1GKM6N8,0
450,ID_1GNW6SG,0
451,ID_1GU3HUF,1
452,ID_1GU7HBN,1
453,ID_1H0QFRZ,0
454,ID_1H9RI6N,0
455,ID_1H9VRFK,0
456,ID_1HFY09A,1
457,ID_1HH0HZD,0
458,ID_1HKYLSG,1
459,ID_1HTQLZP,0
460,ID_1I96PE5,0
461,ID_1IB1KVR,1
462,ID_1IEJMXT,0
463,ID_1IEJVA0,1
464,ID_1IJCAIP,0
465,ID_1IVWKQH,0
466,ID_1IZCLN4,0
467,ID_1J0G2LA,1
468,ID_1J3NL3Q,0
469,ID_1J9II7G,0
470,ID_1JBQ9IU,0
471,ID_1JFT2C1,0
472,ID_1JGHYT3,1
473,ID_1JH2M89,1
474,ID_1JL7FO6,0
475,ID_1JL8H02,0
476,ID_1JNAIXM,1
477,ID_1JQTXUW,1
478,ID_1JRMQSP,1
479,ID_1JZ19QZ,0
480,ID_1JZOTCB,0
481,ID_1K35UGS,0
482,ID_1K8RNAK,1
483,ID_1KAZMFV,0
484,ID_1KDHZYW,1
485,ID_1KFUR1W,0
486,ID_1KIUOY9,1
487,ID_1KTLFHR,0
488,ID_1KYNX3Y,0
489,ID_1L0VYMD,1
490,ID_1L48QQ5,0
491,ID_1L7KXZW,1
492,ID_1LAXOLB,0
493,ID_1LIIX2T,1
494,ID_1LLE6WR,0
495,ID_1LQYVZV,1
496,ID_1LSSBFI,0
497,ID_1LUF1N2,0
498,ID_1LV1U3E,0
499,ID_1LV9SZL,0
500,ID_1LXD5W8,0
501,ID_1LXPRW0,0
502,ID_1M2240M,1
503,ID_1M3EQD8,0
504,ID_1M690M1,1
505,ID_1M7JXI1,1
506,ID_1MFJUTN,1
507,ID_1MFMR5T,0
508,ID_1MGULWD,0
509,ID_1MIDZ0K,0
510,ID_1MQJVJT,1
511,ID_1MRFOU8,1
512,ID_1MUVNPZ,0
513,ID_1N10J1D,1
514,ID_1N3IKRL,0
515,ID_1N7PY5P,1
516,ID_1NB89Q5,1
517,ID_1NDD9UN,1
518,ID_1NDVDIP,0
519,ID_1NEBCEH,0
520,ID_1NJUN7A,1
521,ID_1NN4SOJ,0
522,ID_1NXFIVB,0
523,ID_1NYIDHV,0
524,ID_1NZA8LE,1
525,ID_1NZZEZS,1
526,ID_1O3OMU4,1
527,ID_1O41TGY,1
528,ID_1O8ZIC4,1
529,ID_1OHKFBQ,0
530,ID_1OHL7WC,0
531,ID_1OHTCDG,1
532,ID_1OR3NCH,0
533,ID_1OSJDFJ,0
534,ID_1OVST5Q,1
535,ID_1P275L5,1
536,ID_1P6E3W2,0
537,ID_1P6QRRB,0
538,ID_1PCPUTF,0
539,ID_1PDNURM,1
540,ID_1PFS7CD,0
541,ID_1POD7QJ,0
542,ID_1PQXLQS,0
543,ID_1PVGHW0,0
544,ID_1PVQTBH,0
545,ID_1PVWP0N,1
546,ID_1PZ90EM,1
547,ID_1Q6MEZ9,1
548,ID_1Q8PQFC,1
549,ID_1Q8VCRF,0
550,ID_1QD0I3F,1
551,ID_1QF9UYQ,0
552,ID_1QG14LV,1
553,ID_1QJSO86,0
554,ID_1QLYR8O,1
555,ID_1QR1D3S,1
556,ID_1QR4SVV,0
557,ID_1QTCJ0C,1
558,ID_1R2ROLL,1
559,ID_1RAC7L7,1
560,ID_1RB4WHU,0
561,ID_1RGLW6X,1
562,ID_1RJ6SJF,0
563,ID_1RK81R3,0
564,ID_1RMX2RD,0
565,ID_1RTP13E,0
566,ID_1RUH1HJ,1
567,ID_1S1FDMV,0
568,ID_1S28LSA,1
569,ID_1S4YCLV,0
570,ID_1S74Z5Z,0
571,ID_1SGRTDR,1
572,ID_1STIQ3X,1
573,ID_1SWO53G,0
574,ID_1T5IWGX,0
575,ID_1TARUFD,1
576,ID_1TBKGRA,0
577,ID_1TOYZA0,1
578,ID_1TS8S86,0
579,ID_1TSIW3H,1
580,ID_1U2G2FV,1
581,ID_1U4820X,1
582,ID_1U5O15F,0
583,ID_1U77AQW,1
584,ID_1U82COP,0
585,ID_1UBGVZ0,1
586,ID_1UCYDEA,0
587,ID_1USOPRM,0
588,ID_1UUT46P,1
589,ID_1UX8RM7,1
590,ID_1VA4CMA,1
591,ID_1VJM18R,1
592,ID_1VM7591,1
593,ID_1VNW15S,1
594,ID_1VPJG6C,1
595,ID_1VQEJGS,1
596,ID_1VQHCI5,0
597,ID_1VS3NV0,1
598,ID_1VUPFFM,1
599,ID_1W54POM,0
600,ID_1WAIX9X,1
601,ID_1WECVV8,0
602,ID_1WNJ0W7,0
603,ID_1WOSE2V,0
604,ID_1WP8205,1
605,ID_1WPK52R,0
606,ID_1WQCILU,1
607,ID_1WRRVHH,1
608,ID_1WVLUT7,0
609,ID_1WW2RDU,1
610,ID_1WW48MU,0
611,ID_1WWO8JV,0
612,ID_1WZRBH7,0
613,ID_1X0ZXMR,1
614,ID_1XCL75X,0
615,ID_1XJWN0I,0
616,ID_1XKMAZ8,0
617,ID_1Y42YZB,1
618,ID_1Y74YD8,0
619,ID_1YA8GE7,1
620,ID_1YBDW92,1
621,ID_1YDQL70,1
622,ID_1YG0I0O,0
623,ID_1YLT3GP,0
624,ID_1YP5ZR7,0
625,ID_1YSVH9Q,0
626,ID_1YUR6KS,0
627,ID_1YVXEJZ,1
628,ID_1YVYDZR,1
629,ID_1YY52QG,1
630,ID_1Z9E2YP,0
631,ID_1ZBH12O,0
632,ID_1ZCHF0O,0
633,ID_1ZGCETV,0
634,ID_1ZM6AAT,1
635,ID_1ZRCPZ1,0
636,ID_1ZVAKHA,1
637,ID_1ZVEHPG,1
638,ID_1ZX8564,1
639,ID_20B6BV6,1
640,ID_20C9H5V,0
641,ID_20D6UZN,1
642,ID_20GFWO2,0
643,ID_20N6COJ,1
644,ID_20TDP9Q,0
645,ID_20Z3126,0
646,ID_20ZN7OW,1
647,ID_213L20T,0
648,ID_216GO93,0
649,ID_217IWLN,0
650,ID_21ANRC4,0
651,ID_21D1IFT,1
652,ID_21EJ8JM,0
653,ID_21J5SIS,0
654,ID_21MB4SW,1
655,ID_21MVAUR,0
656,ID_21NF3KX,1
657,ID_21TCB94,0
658,ID_21U1CV6,1
659,ID_21VW6BV,0
660,ID_220CUVZ,1
661,ID_220S94T,0
662,ID_221EPVE,1
663,ID_221X2T3,0
664,ID_222Z8TU,0
665,ID_227P0O1,1
666,ID_2282GBA,0
667,ID_22D90F7,0
668,ID_22EC8HR,1
669,ID_22EQ15W,0
670,ID_22HP2UK,0
671,ID_22JXFJX,0
672,ID_22O3EKD,1
673,ID_22OTNSM,1
674,ID_230107Q,0
675,ID_230HBPV,0
676,ID_233T3N9,1
677,ID_23FKMWA,0
678,ID_23MRYXW,0
679,ID_23PC8LI,0
680,ID_23Q910Q,0
681,ID_23X554C,1
682,ID_245SX2H,0
683,ID_2473BZA,0
684,ID_247PH1W,1
685,ID_2484F7U,0
686,ID_2496Y9X,0
687,ID_24BNDUP,1
688,ID_24L7FGF,1
689,ID_24LKIDN,1
690,ID_24NYVKG,0
691,ID_24O7SS5,0
692,ID_24U6XP5,0
693,ID_24ZTR9A,1
694,ID_250YIF0,0
695,ID_2529E17,0
696,ID_2564IU4,1
697,ID_259XHKT,0
698,ID_25C7X3A,1
699,ID_25CHSGU,0
700,ID_25KENJ2,0
701,ID_25TO8OX,1
702,ID_25TUDUF,1
703,ID_2652VPJ,1
704,ID_268YYWJ,1
705,ID_26G7UUU,1
706,ID_26J60IE,1
707,ID_26L5VPV,0
708,ID_26RG0RP,1
709,ID_26SZHKE,1
710,ID_26UFQRI,0
711,ID_270JJLL,1
712,ID_273AUR7,0
713,ID_274J32T,0
714,ID_275IHVT,0
715,ID_275YYCT,0
716,ID_27FGHM6,1
717,ID_27HBJHL,0
718,ID_27HH31D,1
719,ID_27I8T8L,1
720,ID_27INN50,0
721,ID_27N59W9,0
722,ID_27SJAPW,1
723,ID_27TXJNQ,0
724,ID_284CGBB,1
725,ID_28HM2WQ,0
726,ID_28I651U,0
727,ID_28L91KT,0
728,ID_28MEXRG,1
729,ID_28VH6AT,0
730,ID_290FHQS,0
731,ID_293XN3G,0
732,ID_294AR5W,0
733,ID_295JX9V,0
734,ID_298FD5Q,0
735,ID_29A33DB,0
736,ID_29CPSZQ,1
737,ID_29KVP8L,1
738,ID_29UJFZE,0
739,ID_2AK3YJ3,1
740,ID_2AMSVDM,1
741,ID_2APCKQN,1
742,ID_2APSL2N,0
743,ID_2AWV271,0
744,ID_2B10EU2,0
745,ID_2B4NVBZ,0
746,ID_2BEK8QW,1
747,ID_2BJMJPZ,1
748,ID_2BLSBO8,0
749,ID_2BNVSBI,0
750,ID_2BYCR2Z,1
751,ID_2C0P0AU,0
752,ID_2C1G6X9,0
753,ID_2C1KUB8,0
754,ID_2C6293R,1
755,ID_2C775KM,1
756,ID_2C7J8P1,0
757,ID_2C7YUAU,1
758,ID_2CFW65E,0
759,ID_2CJVF2T,1
760,ID_2CLTGI7,0
761,ID_2CMVZRH,0
762,ID_2CR4BW9,1
763,ID_2CX3KX2,0
764,ID_2D2T6FA,1
765,ID_2D5660G,0
766,ID_2D59DJ5,0
767,ID_2DAPOM1,0
768,ID_2DCHILX,1
769,ID_2DCJG5Y,0
770,ID_2DF1Y6K,0
771,ID_2DIW77G,0
772,ID_2DL1VCD,1
773,ID_2DLO8BB,1
774,ID_2DLP7AX,1
775,ID_2DTQ22D,1
776,ID_2DXWUFO,1
777,ID_2EBS770,1
778,ID_2EDP72K,0
779,ID_2EEABVW,0
780,ID_2EEXT9I,0
781,ID_2ELF7ON,0
782,ID_2EOW8OM,1
783,ID_2EULIGC,0
784,ID_2EY6C5L,1
785,ID_2FCKHW9,1
786,ID_2FES1X4,0
787,ID_2FLHPHO,1
788,ID_2FP05DI,0
789,ID_2FQ5FIY,0
790,ID_2FQNIOS,1
791,ID_2FSH3ZL,1
792,ID_2FVQ9ZF,1
793,ID_2G3EKVV,0
794,ID_2G4R4G7,1
795,ID_2GEONJS,0
796,ID_2GEVJUU,1
797,ID_2GHGBPT,0
798,ID_2GK0PV3,1
799,ID_2GPGNHH,1
800,ID_2GPSPBI,1
801,ID_2GZPV2U,0
802,ID_2H00MXY,0
803,ID_2H05IGQ,0
804,ID_2H2M0RX,0
805,ID_2H55IJT,1
806,ID_2H5MGUY,0
807,ID_2H7TT8K,0
808,ID_2H9ZD9D,0
809,ID_2HASJN3,1
810,ID_2HHS23N,0
811,ID_2HJAGTZ,0
812,ID_2HQ06E4,1
813,ID_2HTCFLG,0
814,ID_2HTJMUX,1
815,ID_2I4727E,1
816,ID_2ILL58B,0
817,ID_2IMEOEN,1
818,ID_2IN8QOA,1
819,ID_2INUI1S,1
820,ID_2IOQAKR,0
821,ID_2IORD25,0
822,ID_2IQMA29,1
823,ID_2IRJIXX,1
824,ID_2ITZL8T,0
825,ID_2IUE8SM,1
826,ID_2J2VJVU,1
827,ID_2J3N61I,0
828,ID_2J5WCH3,0
829,ID_2JAO5K2,1
830,ID_2JCPR87,1
831,ID_2JJE5FZ,0
832,ID_2JKAUIG,1
833,ID_2JN7UY0,1
834,ID_2KCLMOC,0
835,ID_2KCTY8U,0
836,ID_2KFSMVL,0
837,ID_2KJPXBO,0
838,ID_2KK9O9J,0
839,ID_2KNC3PL,0
840,ID_2KQCTTN,1
841,ID_2KQPVJS,0
842,ID_2KTNMSF,0
843,ID_2KYYOEE,1
844,ID_2KYZF0B,1
845,ID_2KZDTKH,0
846,ID_2L0H9US,1
847,ID_2L0MCGY,0
848,ID_2L83TRR,0
849,ID_2LDU1GQ,0
850,ID_2LHEZPD,1
851,ID_2LJ6U4O,0
852,ID_2LNPTE7,0
853,ID_2LXV0TM,0
854,ID_2LZ9BSN,1
855,ID_2M9KI2P,1
856,ID_2M9S06X,1
857,ID_2MMLOXY,0
858,ID_2MUI8KZ,0
859,ID_2N317ZT,1
860,ID_2N8DMW5,1
861,ID_2NAN4SX,0
862,ID_2NNS6XB,0
863,ID_2NQ7P3I,0
864,ID_2O6JAS9,0
865,ID_2OGGPLM,1
866,ID_2OJZDXE,1
867,ID_2OOJZCU,0
868,ID_2OOYRY6,0
869,ID_2OP3GQM,1
870,ID_2OPJN9F,0
871,ID_2OQOG3W,0
872,ID_2OSVIZE,0
873,ID_2OVCLF7,0
874,ID_2P2NKHL,0
875,ID_2PAL95C,1
876,ID_2POQK63,0
877,ID_2PRT9Z3,0
878,ID_2PT77AZ,0
879,ID_2PVDXGL,0
880,ID_2PWO6GT,1
881,ID_2PZP7J7,0
882,ID_2Q25625,1
883,ID_2Q5AQ73,0
884,ID_2Q89TS0,0
885,ID_2QAR811,1
886,ID_2QBY97M,1
887,ID_2QDXTNV,0
888,ID_2QGBV8J,1
889,ID_2QNVI28,1
890,ID_2QSOUCZ,1
891,ID_2QWZR3N,1
892,ID_2R5BVSI,1
893,ID_2R8VSMY,1
894,ID_2RILWSN,1
895,ID_2RJOHLV,0
896,ID_2RMVS6O,1
897,ID_2RNC8KB,1
898,ID_2RNP05M,0
899,ID_2RTY3Q1,1
900,ID_2RW1A3J,0
901,ID_2S28MB7,0
902,ID_2S32R1Z,1
903,ID_2S5N0LC,0
904,ID_2S7HVQO,0
905,ID_2S825FA,1
906,ID_2SDEO5E,1
907,ID_2SDWXIZ,1
908,ID_2SJOEF6,1
909,ID_2SKRJKI,1
910,ID_2SSN4XW,1
911,ID_2SVHNS2,1
912,ID_2SWIGKH,0
913,ID_2T69QU2,1
914,ID_2T84WM4,0
915,ID_2THCWKR,1
916,ID_2TN8JI2,1
917,ID_2TQ3X1L,0
918,ID_2TQS6E8,1
919,ID_2TUMDU3,0
920,ID_2U0MQHT,0
921,ID_2U37VYI,1
922,ID_2U8EVS0,0
923,ID_2UEJ07E,0
924,ID_2UL93JY,1
925,ID_2UM7AAZ,0
926,ID_2UO5495,0
927,ID_2UQQB28,0
928,ID_2UR0A1V,1
929,ID_2URBTZC,0
930,ID_2V68SBR,0
931,ID_2VBE17W,1
932,ID_2VFX3VT,1
933,ID_2VJIKV9,0
934,ID_2VKC7RK,1
935,ID_2VRM30S,0
936,ID_2VROVUF,0
937,ID_2VWXL27,1
938,ID_2VXQBD4,1
939,ID_2VYJTZX,0
940,ID_2W1XNO1,0
941,ID_2W63715,1
942,ID_2W7AX2D,1
943,ID_2WEXEBY,1
944,ID_2WF9N6C,0
945,ID_2WJ3Y1G,1
946,ID_2WTAKFA,0
947,ID_2WUTLHH,0
948,ID_2WW429E,0
949,ID_2WX8Q03,1
950,ID_2X7JKYX,0
951,ID_2XEI2MW,0
952,ID_2XFN565,1
953,ID_2XN676R,0
954,ID_2XSRQKE,1
955,ID_2XWOISY,1
956,ID_2YA259R,0
957,ID_2YKGBYO,1
958,ID_2YSVETD,0
959,ID_2YSXI7D,1
960,ID_2YTU9TO,1
961,ID_2YWYL3B,0
962,ID_2YZH90S,1
963,ID_2Z0MRCL,0
964,ID_2Z2H3HF,1
